Survived;Fare;Pclass_3;Sex_male;Name_Miss;Name_Mr;Name_Mrs;Cabin_B;Cabin_D;Cabin_N;PassengerId
0.0;7.05;1;1;0;1;0;0;0;1;211
0.0;24.15;1;1;0;1;0;0;0;1;518
0.0;7.8542;1;0;1;0;0;0;0;1;397
1.0;18.75;0;1;0;0;0;0;0;1;408
0.0;7.7333;1;1;0;1;0;0;0;1;630
1.0;211.3375;0;0;1;0;0;1;0;0;731
0.0;24.15;1;0;1;0;0;0;0;1;420
1.0;22.3583;1;0;0;0;1;0;0;1;534
0.0;8.1375;1;0;1;0;0;0;0;1;681
1.0;7.925;1;1;0;1;0;0;0;1;415
0.0;14.4;1;1;0;1;0;0;0;1;617
1.0;7.75;1;0;1;0;0;0;0;1;48
1.0;9.5;1;1;0;1;0;0;0;1;287
1.0;120.0;0;1;0;1;0;1;0;0;391
1.0;7.225;1;0;1;0;0;0;0;1;876
0.0;9.0;1;1;0;1;0;0;0;1;81
0.0;31.275;1;0;1;0;0;0;0;1;543
0.0;20.2125;1;0;0;0;1;0;0;1;255
1.0;30.0;0;1;0;1;0;0;0;0;631
1.0;7.925;1;1;0;1;0;0;0;1;745
0.0;7.25;1;1;0;1;0;0;0;1;95
0.0;10.5;0;1;0;1;0;0;0;1;239
1.0;17.4;1;0;0;0;1;0;0;1;560
1.0;151.55;0;1;0;0;0;0;0;0;306
1.0;52.5542;0;0;0;0;1;0;1;0;872
0.0;13.0;0;1;0;1;0;0;0;1;343
0.0;7.05;1;1;0;1;0;0;0;1;364
0.0;10.1708;1;1;0;1;0;0;0;1;688
0.0;14.4583;1;1;0;1;0;0;0;1;496
0.0;52.0;0;1;0;1;0;0;0;1;36
0.0;16.1;1;1;0;1;0;0;0;1;744
1.0;7.75;1;0;1;0;0;0;0;1;199
0.0;7.75;1;1;0;1;0;0;0;1;561
0.0;14.4583;1;0;0;0;1;0;0;1;579
1.0;8.05;1;1;0;1;0;0;0;1;205
1.0;69.3;0;0;0;0;0;1;0;0;370
0.0;13.5;0;1;0;1;0;0;0;1;233
0.0;27.9;1;0;0;0;1;0;0;1;168
1.0;86.5;0;0;1;0;0;1;0;0;258
0.0;52.0;0;1;0;1;0;0;0;0;111
1.0;26.0;0;0;0;0;1;0;0;1;547
1.0;8.6833;1;0;0;0;1;0;0;1;798
0.0;28.7125;0;0;1;0;0;0;0;0;178
1.0;7.75;1;0;1;0;0;0;0;1;290
0.0;25.5875;0;1;0;1;0;0;0;0;663
1.0;106.425;0;0;1;0;0;0;0;1;538
1.0;263.0;0;0;1;0;0;0;0;0;89
0.0;24.15;1;1;0;1;0;0;0;1;769
0.0;13.0;0;1;0;1;0;0;0;1;229
1.0;56.4958;1;1;0;1;0;0;0;1;644
0.0;34.375;1;0;0;0;1;0;0;1;737
0.0;13.0;0;1;0;1;0;0;0;1;796
0.0;7.0542;1;1;0;1;0;0;0;1;722
0.0;26.0;0;0;0;0;1;0;0;1;313
0.0;46.9;1;1;0;0;0;0;0;1;387
1.0;14.5;0;0;0;0;1;0;0;1;248
0.0;7.75;1;1;0;1;0;0;0;1;281
1.0;13.0;0;1;0;1;0;0;0;1;18
1.0;27.75;0;0;0;0;1;0;0;1;473
0.0;7.7958;1;1;0;1;0;0;0;1;500
1.0;39.0;0;1;0;0;0;0;0;0;184
0.0;7.4958;1;1;0;1;0;0;0;1;664
0.0;66.6;0;1;0;1;0;0;0;0;337
0.0;21.075;1;0;0;0;1;0;0;1;568
1.0;11.1333;1;1;0;0;0;0;0;1;870
0.0;8.05;1;1;0;1;0;0;0;1;483
0.0;7.8958;1;1;0;1;0;0;0;1;77
0.0;7.75;1;1;0;1;0;0;0;0;777
0.0;14.5;1;1;0;1;0;0;0;1;576
1.0;19.2583;1;0;1;0;0;0;0;1;470
0.0;7.8958;1;1;0;1;0;0;0;1;190
0.0;9.5;1;1;0;1;0;0;0;1;356
0.0;8.05;1;1;0;1;0;0;0;1;113
0.0;7.25;1;1;0;1;0;0;0;1;213
1.0;211.3375;0;0;0;0;1;1;0;0;780
1.0;69.3;0;0;0;0;0;1;0;0;642
0.0;30.6958;0;1;0;1;0;0;0;0;175
0.0;15.05;0;1;0;1;0;0;0;1;182
1.0;8.05;1;1;0;1;0;0;0;1;221
0.0;15.2458;1;0;1;0;0;0;0;1;853
0.0;10.5;0;1;0;1;0;0;0;1;813
0.0;9.225;1;1;0;1;0;0;0;1;351
0.0;7.75;1;0;1;0;0;0;0;1;277
0.0;7.75;1;1;0;1;0;0;0;1;117
0.0;14.4542;1;0;1;0;0;0;0;1;241
0.0;7.75;1;0;1;0;0;0;0;1;768
1.0;51.8625;0;0;0;0;1;0;1;0;458
0.0;9.5;1;1;0;1;0;0;0;1;283
1.0;39.0;0;0;0;0;1;0;0;1;671
1.0;52.0;0;1;0;1;0;0;0;0;713
1.0;63.3583;0;1;0;1;0;0;1;0;98
0.0;27.7208;0;1;0;1;0;0;0;1;296
0.0;7.8958;1;1;0;1;0;0;0;1;43
0.0;8.05;1;1;0;1;0;0;0;1;91
1.0;13.7917;0;0;0;0;1;0;1;0;474
0.0;8.05;1;1;0;1;0;0;0;1;590
1.0;110.8833;0;1;0;1;0;0;0;0;551
