tecnica;accuracy;roc_auc_score;auc;f1_score;log_loss;precision;recall;identificador_aleatorio1;identificador_aleatorio2;tipo_split;normalizador;redutor_dimensionalidade;pipeline;parametros;random_state_split;random_state_random_search;cross_validation_random_search;best_estimator;best_params;versao_dados
AdaBoostClassifier;0.8128342245989305;0.8017523364485981;0.8679906542056075;0.7682119205298014;6.4645324523447405;0.8169014084507042;0.725;1904935;3767547;train_test_split 30%;standard_scaler;nmf;"[('standard_scaler', StandardScaler(copy=True, with_mean=True, with_std=True)), ('nmf', NMF(alpha=0.0, beta_loss='frobenius', init=None, l1_ratio=0.0, max_iter=200,
    n_components=None, random_state=None, shuffle=False, solver='cd',
    tol=0.0001, verbose=0)), ('AdaBoostClassifier', AdaBoostClassifier(algorithm='SAMME.R', base_estimator=None, learning_rate=1.0,
                   n_estimators=50, random_state=None))]";{'standard_scaler__with_mean': [True, False], 'standard_scaler__with_std': [True, False], 'nmf__n_components': [None, 3, 5, 7, 9, 11, 13], 'nmf__init': ('random', 'nndsvd', 'nndsvda', 'nndsvdar'), 'nmf__solver': ('cd', 'mu'), 'AdaBoostClassifier__n_estimators': [5, 25, 50, 75, 100], 'AdaBoostClassifier__learning_rate': [0.5, 1.0, 1.5], 'AdaBoostClassifier__algorithm': ('SAMME', 'SAMME.R')};10;6;5;"Pipeline(memory=None,
         steps=[('standard_scaler',
                 StandardScaler(copy=True, with_mean=False, with_std=True)),
                ('nmf',
                 NMF(alpha=0.0, beta_loss='frobenius', init='random',
                     l1_ratio=0.0, max_iter=200, n_components=3,
                     random_state=None, shuffle=False, solver='cd', tol=0.0001,
                     verbose=0)),
                ('AdaBoostClassifier',
                 AdaBoostClassifier(algorithm='SAMME.R', base_estimator=None,
                                    learning_rate=1.0, n_estimators=25,
                                    random_state=None))],
         verbose=False)";{'standard_scaler__with_std': True, 'standard_scaler__with_mean': False, 'nmf__solver': 'cd', 'nmf__n_components': 3, 'nmf__init': 'random', 'AdaBoostClassifier__n_estimators': 25, 'AdaBoostClassifier__learning_rate': 1.0, 'AdaBoostClassifier__algorithm': 'SAMME.R'};3_4
BaggingClassifier;0.7807486631016043;0.7674065420560747;0.8199182242990655;0.7248322147651006;7.57273703825022;0.7826086956521741;0.675;3553218;59360;train_test_split 30%;standard_scaler;nmf;"[('standard_scaler', StandardScaler(copy=True, with_mean=True, with_std=True)), ('nmf', NMF(alpha=0.0, beta_loss='frobenius', init=None, l1_ratio=0.0, max_iter=200,
    n_components=None, random_state=None, shuffle=False, solver='cd',
    tol=0.0001, verbose=0)), ('BaggingClassifier', BaggingClassifier(base_estimator=None, bootstrap=True, bootstrap_features=False,
                  max_features=1.0, max_samples=1.0, n_estimators=10,
                  n_jobs=None, oob_score=False, random_state=None, verbose=0,
                  warm_start=False))]";{'standard_scaler__with_mean': [True, False], 'standard_scaler__with_std': [True, False], 'nmf__n_components': [None, 3, 5, 7, 9, 11, 13], 'nmf__init': ('random', 'nndsvd', 'nndsvda', 'nndsvdar'), 'nmf__solver': ('cd', 'mu'), 'BaggingClassifier__n_estimators': [5, 10, 15], 'BaggingClassifier__bootstrap_features': [True, False], 'BaggingClassifier__oob_score': [True, False]};10;6;5;"Pipeline(memory=None,
         steps=[('standard_scaler',
                 StandardScaler(copy=True, with_mean=False, with_std=True)),
                ('nmf',
                 NMF(alpha=0.0, beta_loss='frobenius', init='random',
                     l1_ratio=0.0, max_iter=200, n_components=7,
                     random_state=None, shuffle=False, solver='cd', tol=0.0001,
                     verbose=0)),
                ('BaggingClassifier',
                 BaggingClassifier(base_estimator=None, bootstrap=True,
                                   bootstrap_features=True, max_features=1.0,
                                   max_samples=1.0, n_estimators=5, n_jobs=None,
                                   oob_score=True, random_state=None, verbose=0,
                                   warm_start=False))],
         verbose=False)";{'standard_scaler__with_std': True, 'standard_scaler__with_mean': False, 'nmf__solver': 'cd', 'nmf__n_components': 7, 'nmf__init': 'random', 'BaggingClassifier__oob_score': True, 'BaggingClassifier__n_estimators': 5, 'BaggingClassifier__bootstrap_features': True};3_4
BernoulliNB;0.7860962566844921;0.7846962616822429;0.8233060747663551;0.7560975609756099;7.388067630694607;0.7380952380952381;0.775;1845678;5755251;train_test_split 30%;standard_scaler;nmf;"[('standard_scaler', StandardScaler(copy=True, with_mean=True, with_std=True)), ('nmf', NMF(alpha=0.0, beta_loss='frobenius', init=None, l1_ratio=0.0, max_iter=200,
    n_components=None, random_state=None, shuffle=False, solver='cd',
    tol=0.0001, verbose=0)), ('BernoulliNB', BernoulliNB(alpha=1.0, binarize=0.0, class_prior=None, fit_prior=True))]";{'standard_scaler__with_mean': [True, False], 'standard_scaler__with_std': [True, False], 'nmf__n_components': [None, 3, 5, 7, 9, 11, 13], 'nmf__init': ('random', 'nndsvd', 'nndsvda', 'nndsvdar'), 'nmf__solver': ('cd', 'mu'), 'BernoulliNB__alpha': [0, 0.5, 1.0, 1.5, 2], 'BernoulliNB__fit_prior': [True, False]};10;21;9;"Pipeline(memory=None,
         steps=[('standard_scaler',
                 StandardScaler(copy=True, with_mean=False, with_std=True)),
                ('nmf',
                 NMF(alpha=0.0, beta_loss='frobenius', init='nndsvdar',
                     l1_ratio=0.0, max_iter=200, n_components=9,
                     random_state=None, shuffle=False, solver='cd', tol=0.0001,
                     verbose=0)),
                ('BernoulliNB',
                 BernoulliNB(alpha=0, binarize=0.0, class_prior=None,
                             fit_prior=True))],
         verbose=False)";{'standard_scaler__with_std': True, 'standard_scaler__with_mean': False, 'nmf__solver': 'cd', 'nmf__n_components': 9, 'nmf__init': 'nndsvdar', 'BernoulliNB__fit_prior': True, 'BernoulliNB__alpha': 0};3_4
CalibratedClassifierCV;0.7860962566844921;0.7563084112149533;0.8602803738317758;0.6874999999999999;7.38799066409705;0.9166666666666666;0.55;619376;5926459;train_test_split 30%;standard_scaler;nmf;"[('standard_scaler', StandardScaler(copy=True, with_mean=True, with_std=True)), ('nmf', NMF(alpha=0.0, beta_loss='frobenius', init=None, l1_ratio=0.0, max_iter=200,
    n_components=None, random_state=None, shuffle=False, solver='cd',
    tol=0.0001, verbose=0)), ('CalibratedClassifierCV', CalibratedClassifierCV(base_estimator=None, cv=None, method='sigmoid'))]";{'standard_scaler__with_mean': [True, False], 'standard_scaler__with_std': [True, False], 'nmf__n_components': [None, 3, 5, 7, 9, 11, 13], 'nmf__init': ('random', 'nndsvd', 'nndsvda', 'nndsvdar'), 'nmf__solver': ('cd', 'mu'), 'CalibratedClassifierCV__method': ('sigmoid', 'isotonic'), 'CalibratedClassifierCV__cv': [3, 5, 10]};10;14;10;"Pipeline(memory=None,
         steps=[('standard_scaler',
                 StandardScaler(copy=True, with_mean=False, with_std=True)),
                ('nmf',
                 NMF(alpha=0.0, beta_loss='frobenius', init='nndsvdar',
                     l1_ratio=0.0, max_iter=200, n_components=3,
                     random_state=None, shuffle=False, solver='mu', tol=0.0001,
                     verbose=0)),
                ('CalibratedClassifierCV',
                 CalibratedClassifierCV(base_estimator=None, cv=3,
                                        method='isotonic'))],
         verbose=False)";{'standard_scaler__with_std': True, 'standard_scaler__with_mean': False, 'nmf__solver': 'mu', 'nmf__n_components': 3, 'nmf__init': 'nndsvdar', 'CalibratedClassifierCV__method': 'isotonic', 'CalibratedClassifierCV__cv': 3};3_4
DecisionTreeClassifier;0.7807486631016043;0.7610981308411214;0.810572429906542;0.7092198581560285;7.572719934561872;0.819672131147541;0.625;6128392;4814623;train_test_split 30%;standard_scaler;nmf;"[('standard_scaler', StandardScaler(copy=True, with_mean=True, with_std=True)), ('nmf', NMF(alpha=0.0, beta_loss='frobenius', init=None, l1_ratio=0.0, max_iter=200,
    n_components=None, random_state=None, shuffle=False, solver='cd',
    tol=0.0001, verbose=0)), ('DecisionTreeClassifier', DecisionTreeClassifier(ccp_alpha=0.0, class_weight=None, criterion='gini',
                       max_depth=None, max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, presort='deprecated',
                       random_state=None, splitter='best'))]";{'standard_scaler__with_mean': [True, False], 'standard_scaler__with_std': [True, False], 'nmf__n_components': [None, 3, 5, 7, 9, 11, 13], 'nmf__init': ('random', 'nndsvd', 'nndsvda', 'nndsvdar'), 'nmf__solver': ('cd', 'mu'), 'DecisionTreeClassifier__criterion': ('gini', 'entropy'), 'DecisionTreeClassifier__splitter': ('best', 'random')};10;30;9;"Pipeline(memory=None,
         steps=[('standard_scaler',
                 StandardScaler(copy=True, with_mean=False, with_std=False)),
                ('nmf',
                 NMF(alpha=0.0, beta_loss='frobenius', init='nndsvd',
                     l1_ratio=0.0, max_iter=200, n_components=7,
                     random_state=None, shuffle=False, solver='cd', tol=0.0001,
                     verbose=0)),
                ('DecisionTreeClassifier',
                 DecisionTreeClassifier(ccp_alpha=0.0, class_weight=None,
                                        criterion='gini', max_depth=None,
                                        max_features=None, max_leaf_nodes=None,
                                        min_impurity_decrease=0.0,
                                        min_impurity_split=None,
                                        min_samples_leaf=1, min_samples_split=2,
                                        min_weight_fraction_leaf=0.0,
                                        presort='deprecated', random_state=None,
                                        splitter='random'))],
         verbose=False)";{'standard_scaler__with_std': False, 'standard_scaler__with_mean': False, 'nmf__solver': 'cd', 'nmf__n_components': 7, 'nmf__init': 'nndsvd', 'DecisionTreeClassifier__splitter': 'random', 'DecisionTreeClassifier__criterion': 'gini'};3_4
ExtraTreeClassifier;0.7647058823529411;0.7596962616822429;0.7558411214953271;0.7250000000000001;8.126864986735479;0.725;0.725;9429347;7992644;train_test_split 30%;standard_scaler;nmf;"[('standard_scaler', StandardScaler(copy=True, with_mean=True, with_std=True)), ('nmf', NMF(alpha=0.0, beta_loss='frobenius', init=None, l1_ratio=0.0, max_iter=200,
    n_components=None, random_state=None, shuffle=False, solver='cd',
    tol=0.0001, verbose=0)), ('ExtraTreeClassifier', ExtraTreeClassifier(ccp_alpha=0.0, class_weight=None, criterion='gini',
                    max_depth=None, max_features='auto', max_leaf_nodes=None,
                    min_impurity_decrease=0.0, min_impurity_split=None,
                    min_samples_leaf=1, min_samples_split=2,
                    min_weight_fraction_leaf=0.0, random_state=None,
                    splitter='random'))]";{'standard_scaler__with_mean': [True, False], 'standard_scaler__with_std': [True, False], 'nmf__n_components': [None, 3, 5, 7, 9, 11, 13], 'nmf__init': ('random', 'nndsvd', 'nndsvda', 'nndsvdar'), 'nmf__solver': ('cd', 'mu'), 'ExtraTreeClassifier__criterion': ('gini', 'entropy'), 'ExtraTreeClassifier__max_features': ('auto', 'sqrt', 'log2')};10;38;5;"Pipeline(memory=None,
         steps=[('standard_scaler',
                 StandardScaler(copy=True, with_mean=False, with_std=True)),
                ('nmf',
                 NMF(alpha=0.0, beta_loss='frobenius', init='nndsvdar',
                     l1_ratio=0.0, max_iter=200, n_components=5,
                     random_state=None, shuffle=False, solver='mu', tol=0.0001,
                     verbose=0)),
                ('ExtraTreeClassifier',
                 ExtraTreeClassifier(ccp_alpha=0.0, class_weight=None,
                                     criterion='entropy', max_depth=None,
                                     max_features='auto', max_leaf_nodes=None,
                                     min_impurity_decrease=0.0,
                                     min_impurity_split=None,
                                     min_samples_leaf=1, min_samples_split=2,
                                     min_weight_fraction_leaf=0.0,
                                     random_state=None, splitter='random'))],
         verbose=False)";{'standard_scaler__with_std': True, 'standard_scaler__with_mean': False, 'nmf__solver': 'mu', 'nmf__n_components': 5, 'nmf__init': 'nndsvdar', 'ExtraTreeClassifier__max_features': 'auto', 'ExtraTreeClassifier__criterion': 'entropy'};3_4
ExtraTreesClassifier;0.7754010695187166;0.7516939252336449;0.8388434579439251;0.6911764705882354;7.757410721727916;0.8392857142857143;0.5875;4035028;3177124;train_test_split 30%;standard_scaler;nmf;"[('standard_scaler', StandardScaler(copy=True, with_mean=True, with_std=True)), ('nmf', NMF(alpha=0.0, beta_loss='frobenius', init=None, l1_ratio=0.0, max_iter=200,
    n_components=None, random_state=None, shuffle=False, solver='cd',
    tol=0.0001, verbose=0)), ('ExtraTreesClassifier', ExtraTreesClassifier(bootstrap=False, ccp_alpha=0.0, class_weight=None,
                     criterion='gini', max_depth=None, max_features='auto',
                     max_leaf_nodes=None, max_samples=None,
                     min_impurity_decrease=0.0, min_impurity_split=None,
                     min_samples_leaf=1, min_samples_split=2,
                     min_weight_fraction_leaf=0.0, n_estimators=100,
                     n_jobs=None, oob_score=False, random_state=None, verbose=0,
                     warm_start=False))]";{'standard_scaler__with_mean': [True, False], 'standard_scaler__with_std': [True, False], 'nmf__n_components': [None, 3, 5, 7, 9, 11, 13], 'nmf__init': ('random', 'nndsvd', 'nndsvda', 'nndsvdar'), 'nmf__solver': ('cd', 'mu'), 'ExtraTreesClassifier__criterion': ('gini', 'entropy'), 'ExtraTreesClassifier__max_features': ('auto', 'sqrt', 'log2')};10;9;10;"Pipeline(memory=None,
         steps=[('standard_scaler',
                 StandardScaler(copy=True, with_mean=False, with_std=True)),
                ('nmf',
                 NMF(alpha=0.0, beta_loss='frobenius', init='nndsvdar',
                     l1_ratio=0.0, max_iter=200, n_components=5,
                     random_state=None, shuffle=False, solver='mu', tol=0.0001,
                     verbose=0)),
                ('ExtraTreesClassifier',
                 ExtraTreesClassifier(bootstrap=False, ccp_alpha=0.0,
                                      class_weight=None, criterion='gini',
                                      max_depth=None, max_features='log2',
                                      max_leaf_nodes=None, max_samples=None,
                                      min_impurity_decrease=0.0,
                                      min_impurity_split=None,
                                      min_samples_leaf=1, min_samples_split=2,
                                      min_weight_fraction_leaf=0.0,
                                      n_estimators=100, n_jobs=None,
                                      oob_score=False, random_state=None,
                                      verbose=0, warm_start=False))],
         verbose=False)";{'standard_scaler__with_std': True, 'standard_scaler__with_mean': False, 'nmf__solver': 'mu', 'nmf__n_components': 5, 'nmf__init': 'nndsvdar', 'ExtraTreesClassifier__max_features': 'log2', 'ExtraTreesClassifier__criterion': 'gini'};3_4
GaussianProcessClassifier;0.7914438502673797;0.7893691588785046;0.8633177570093458;0.7607361963190183;7.203364015762303;0.7469879518072289;0.775;8842113;5954256;train_test_split 30%;standard_scaler;nmf;"[('standard_scaler', StandardScaler(copy=True, with_mean=True, with_std=True)), ('nmf', NMF(alpha=0.0, beta_loss='frobenius', init=None, l1_ratio=0.0, max_iter=200,
    n_components=None, random_state=None, shuffle=False, solver='cd',
    tol=0.0001, verbose=0)), ('GaussianProcessClassifier', GaussianProcessClassifier(copy_X_train=True, kernel=None, max_iter_predict=100,
                          multi_class='one_vs_rest', n_jobs=None,
                          n_restarts_optimizer=0, optimizer='fmin_l_bfgs_b',
                          random_state=None, warm_start=False))]";{'standard_scaler__with_mean': [True, False], 'standard_scaler__with_std': [True, False], 'nmf__n_components': [None, 3, 5, 7, 9, 11, 13], 'nmf__init': ('random', 'nndsvd', 'nndsvda', 'nndsvdar'), 'nmf__solver': ('cd', 'mu'), 'GaussianProcessClassifier__n_restarts_optimizer': [0, 5, 10, 15], 'GaussianProcessClassifier__max_iter_predict': [10, 100, 1000]};10;21;8;"Pipeline(memory=None,
         steps=[('standard_scaler',
                 StandardScaler(copy=True, with_mean=False, with_std=True)),
                ('nmf',
                 NMF(alpha=0.0, beta_loss='frobenius', init='nndsvdar',
                     l1_ratio=0.0, max_iter=200, n_components=9,
                     random_state=None, shuffle=False, solver='cd', tol=0.0001,
                     verbose=0)),
                ('GaussianProcessClassifier',
                 GaussianProcessClassifier(copy_X_train=True, kernel=None,
                                           max_iter_predict=10,
                                           multi_class='one_vs_rest',
                                           n_jobs=None, n_restarts_optimizer=0,
                                           optimizer='fmin_l_bfgs_b',
                                           random_state=None,
                                           warm_start=False))],
         verbose=False)";{'standard_scaler__with_std': True, 'standard_scaler__with_mean': False, 'nmf__solver': 'cd', 'nmf__n_components': 9, 'nmf__init': 'nndsvdar', 'GaussianProcessClassifier__n_restarts_optimizer': 0, 'GaussianProcessClassifier__max_iter_predict': 10};3_4
GradientBoostingClassifier;0.7647058823529411;0.7707359813084113;0.8567172897196262;0.7471264367816093;8.126894918190084;0.6914893617021277;0.8125;1951672;3975202;train_test_split 30%;standard_scaler;nmf;"[('standard_scaler', StandardScaler(copy=True, with_mean=True, with_std=True)), ('nmf', NMF(alpha=0.0, beta_loss='frobenius', init=None, l1_ratio=0.0, max_iter=200,
    n_components=None, random_state=None, shuffle=False, solver='cd',
    tol=0.0001, verbose=0)), ('GradientBoostingClassifier', GradientBoostingClassifier(ccp_alpha=0.0, criterion='friedman_mse', init=None,
                           learning_rate=0.1, loss='deviance', max_depth=3,
                           max_features=None, max_leaf_nodes=None,
                           min_impurity_decrease=0.0, min_impurity_split=None,
                           min_samples_leaf=1, min_samples_split=2,
                           min_weight_fraction_leaf=0.0, n_estimators=100,
                           n_iter_no_change=None, presort='deprecated',
                           random_state=None, subsample=1.0, tol=0.0001,
                           validation_fraction=0.1, verbose=0,
                           warm_start=False))]";{'standard_scaler__with_mean': [True, False], 'standard_scaler__with_std': [True, False], 'nmf__n_components': [None, 3, 5, 7, 9, 11, 13], 'nmf__init': ('random', 'nndsvd', 'nndsvda', 'nndsvdar'), 'nmf__solver': ('cd', 'mu'), 'GradientBoostingClassifier__loss': ('deviance', 'exponential'), 'GradientBoostingClassifier__learning_rate': [0.1, 0.2, 0.001], 'GradientBoostingClassifier__criterion': ('friedman_mse', 'mse', 'mae'), 'GradientBoostingClassifier__max_features': ('auto', 'sqrt', 'log2')};10;7;4;"Pipeline(memory=None,
         steps=[('standard_scaler',
                 StandardScaler(copy=True, with_mean=False, with_std=False)),
                ('nmf',
                 NMF(alpha=0.0, beta_loss='frobenius', init='random',
                     l1_ratio=0.0, max_iter=200, n_components=13,
                     random_state=None, shuffle=False, solver='cd', tol=0.0001,
                     verbose=0)),
                ('GradientBoostingClassifier',
                 GradientBoostingClassifier(ccp_alpha=0.0, criterio...
                                            loss='deviance', max_depth=3,
                                            max_features='sqrt',
                                            max_leaf_nodes=None,
                                            min_impurity_decrease=0.0,
                                            min_impurity_split=None,
                                            min_samples_leaf=1,
                                            min_samples_split=2,
                                            min_weight_fraction_leaf=0.0,
                                            n_estimators=100,
                                            n_iter_no_change=None,
                                            presort='deprecated',
                                            random_state=None, subsample=1.0,
                                            tol=0.0001, validation_fraction=0.1,
                                            verbose=0, warm_start=False))],
         verbose=False)";{'standard_scaler__with_std': False, 'standard_scaler__with_mean': False, 'nmf__solver': 'cd', 'nmf__n_components': 13, 'nmf__init': 'random', 'GradientBoostingClassifier__max_features': 'sqrt', 'GradientBoostingClassifier__loss': 'deviance', 'GradientBoostingClassifier__learning_rate': 0.1, 'GradientBoostingClassifier__criterion': 'mse'};3_4
KNeighborsClassifier;0.7807486631016043;0.7705607476635513;0.8172313084112149;0.7320261437908496;7.572745590094391;0.7671232876712328;0.7;2838938;8637128;train_test_split 30%;standard_scaler;nmf;"[('standard_scaler', StandardScaler(copy=True, with_mean=True, with_std=True)), ('nmf', NMF(alpha=0.0, beta_loss='frobenius', init=None, l1_ratio=0.0, max_iter=200,
    n_components=None, random_state=None, shuffle=False, solver='cd',
    tol=0.0001, verbose=0)), ('KNeighborsClassifier', KNeighborsClassifier(algorithm='auto', leaf_size=30, metric='minkowski',
                     metric_params=None, n_jobs=None, n_neighbors=5, p=2,
                     weights='uniform'))]";{'standard_scaler__with_mean': [True, False], 'standard_scaler__with_std': [True, False], 'nmf__n_components': [None, 3, 5, 7, 9, 11, 13], 'nmf__init': ('random', 'nndsvd', 'nndsvda', 'nndsvdar'), 'nmf__solver': ('cd', 'mu'), 'KNeighborsClassifier__n_neighbors': [3, 5, 7, 9], 'KNeighborsClassifier__weights': ('uniform', 'distance'), 'KNeighborsClassifier__algorithm': ('auto', 'ball_tree', 'kd_tree', 'brute'), 'KNeighborsClassifier__p': [1, 2]};10;31;3;"Pipeline(memory=None,
         steps=[('standard_scaler',
                 StandardScaler(copy=True, with_mean=False, with_std=True)),
                ('nmf',
                 NMF(alpha=0.0, beta_loss='frobenius', init='nndsvd',
                     l1_ratio=0.0, max_iter=200, n_components=None,
                     random_state=None, shuffle=False, solver='cd', tol=0.0001,
                     verbose=0)),
                ('KNeighborsClassifier',
                 KNeighborsClassifier(algorithm='brute', leaf_size=30,
                                      metric='minkowski', metric_params=None,
                                      n_jobs=None, n_neighbors=5, p=2,
                                      weights='uniform'))],
         verbose=False)";{'standard_scaler__with_std': True, 'standard_scaler__with_mean': False, 'nmf__solver': 'cd', 'nmf__n_components': None, 'nmf__init': 'nndsvd', 'KNeighborsClassifier__weights': 'uniform', 'KNeighborsClassifier__p': 2, 'KNeighborsClassifier__n_neighbors': 5, 'KNeighborsClassifier__algorithm': 'brute'};3_4
LabelSpreading;0.7914438502673797;0.781483644859813;0.8355140186915888;0.7450980392156863;7.203342636151872;0.7808219178082192;0.7125;454336;4273266;train_test_split 30%;standard_scaler;nmf;"[('standard_scaler', StandardScaler(copy=True, with_mean=True, with_std=True)), ('nmf', NMF(alpha=0.0, beta_loss='frobenius', init=None, l1_ratio=0.0, max_iter=200,
    n_components=None, random_state=None, shuffle=False, solver='cd',
    tol=0.0001, verbose=0)), ('LabelSpreading', LabelSpreading(alpha=0.2, gamma=20, kernel='rbf', max_iter=30, n_jobs=None,
               n_neighbors=7, tol=0.001))]";{'standard_scaler__with_mean': [True, False], 'standard_scaler__with_std': [True, False], 'nmf__n_components': [None, 3, 5, 7, 9, 11, 13], 'nmf__init': ('random', 'nndsvd', 'nndsvda', 'nndsvdar'), 'nmf__solver': ('cd', 'mu'), 'LabelSpreading__kernel': ('knn', 'rbf'), 'LabelSpreading__n_neighbors': [3, 5, 7, 9], 'LabelSpreading__max_iter': [100, 1000, 10000], 'LabelSpreading__tol': [0.01, 0.001, 0.0001]};10;5;7;"Pipeline(memory=None,
         steps=[('standard_scaler',
                 StandardScaler(copy=True, with_mean=False, with_std=True)),
                ('nmf',
                 NMF(alpha=0.0, beta_loss='frobenius', init='random',
                     l1_ratio=0.0, max_iter=200, n_components=3,
                     random_state=None, shuffle=False, solver='mu', tol=0.0001,
                     verbose=0)),
                ('LabelSpreading',
                 LabelSpreading(alpha=0.2, gamma=20, kernel='knn', max_iter=100,
                                n_jobs=None, n_neighbors=9, tol=0.001))],
         verbose=False)";{'standard_scaler__with_std': True, 'standard_scaler__with_mean': False, 'nmf__solver': 'mu', 'nmf__n_components': 3, 'nmf__init': 'random', 'LabelSpreading__tol': 0.001, 'LabelSpreading__n_neighbors': 9, 'LabelSpreading__max_iter': 100, 'LabelSpreading__kernel': 'knn'};3_4
LinearDiscriminantAnalysis;0.7860962566844921;0.779964953271028;0.8625;0.7468354430379747;7.388054802928347;0.7564102564102564;0.7375;1186628;824995;train_test_split 30%;standard_scaler;nmf;"[('standard_scaler', StandardScaler(copy=True, with_mean=True, with_std=True)), ('nmf', NMF(alpha=0.0, beta_loss='frobenius', init=None, l1_ratio=0.0, max_iter=200,
    n_components=None, random_state=None, shuffle=False, solver='cd',
    tol=0.0001, verbose=0)), ('LinearDiscriminantAnalysis', LinearDiscriminantAnalysis(n_components=None, priors=None, shrinkage=None,
                           solver='svd', store_covariance=False, tol=0.0001))]";{'standard_scaler__with_mean': [True, False], 'standard_scaler__with_std': [True, False], 'nmf__n_components': [None, 3, 5, 7, 9, 11, 13], 'nmf__init': ('random', 'nndsvd', 'nndsvda', 'nndsvdar'), 'nmf__solver': ('cd', 'mu'), 'LinearDiscriminantAnalysis__solver': ('svd', 'lsqr'), 'LinearDiscriminantAnalysis__tol': [0.001, 0.0001, 1e-05]};10;22;9;"Pipeline(memory=None,
         steps=[('standard_scaler',
                 StandardScaler(copy=True, with_mean=False, with_std=True)),
                ('nmf',
                 NMF(alpha=0.0, beta_loss='frobenius', init='random',
                     l1_ratio=0.0, max_iter=200, n_components=13,
                     random_state=None, shuffle=False, solver='mu', tol=0.0001,
                     verbose=0)),
                ('LinearDiscriminantAnalysis',
                 LinearDiscriminantAnalysis(n_components=None, priors=None,
                                            shrinkage=None, solver='svd',
                                            store_covariance=False,
                                            tol=1e-05))],
         verbose=False)";{'standard_scaler__with_std': True, 'standard_scaler__with_mean': False, 'nmf__solver': 'mu', 'nmf__n_components': 13, 'nmf__init': 'random', 'LinearDiscriminantAnalysis__tol': 1e-05, 'LinearDiscriminantAnalysis__solver': 'svd'};3_4
LogisticRegression;0.7754010695187166;0.7737733644859812;0.851518691588785;0.7439024390243903;7.7574705846371295;0.7261904761904762;0.7625;7950810;8732489;train_test_split 30%;standard_scaler;nmf;"[('standard_scaler', StandardScaler(copy=True, with_mean=True, with_std=True)), ('nmf', NMF(alpha=0.0, beta_loss='frobenius', init=None, l1_ratio=0.0, max_iter=200,
    n_components=None, random_state=None, shuffle=False, solver='cd',
    tol=0.0001, verbose=0)), ('LogisticRegression', LogisticRegression(C=1.0, class_weight=None, dual=False, fit_intercept=True,
                   intercept_scaling=1, l1_ratio=None, max_iter=100,
                   multi_class='auto', n_jobs=None, penalty='l2',
                   random_state=None, solver='lbfgs', tol=0.0001, verbose=0,
                   warm_start=False))]";{'standard_scaler__with_mean': [True, False], 'standard_scaler__with_std': [True, False], 'nmf__n_components': [None, 3, 5, 7, 9, 11, 13], 'nmf__init': ('random', 'nndsvd', 'nndsvda', 'nndsvdar'), 'nmf__solver': ('cd', 'mu'), 'LogisticRegression__fit_intercept': [True, False], 'LogisticRegression__solver': ('newton-cg', 'sag', 'lbfgs'), 'LogisticRegression__max_iter': [10, 100, 1000, 10000], 'LogisticRegression__warm_start': [True, False]};10;7;9;"Pipeline(memory=None,
         steps=[('standard_scaler',
                 StandardScaler(copy=True, with_mean=False, with_std=True)),
                ('nmf',
                 NMF(alpha=0.0, beta_loss='frobenius', init='nndsvdar',
                     l1_ratio=0.0, max_iter=200, n_components=None,
                     random_state=None, shuffle=False, solver='mu', tol=0.0001,
                     verbose=0)),
                ('LogisticRegression',
                 LogisticRegression(C=1.0, class_weight=None, dual=False,
                                    fit_intercept=False, intercept_scaling=1,
                                    l1_ratio=None, max_iter=100,
                                    multi_class='auto', n_jobs=None,
                                    penalty='l2', random_state=None,
                                    solver='sag', tol=0.0001, verbose=0,
                                    warm_start=False))],
         verbose=False)";{'standard_scaler__with_std': True, 'standard_scaler__with_mean': False, 'nmf__solver': 'mu', 'nmf__n_components': None, 'nmf__init': 'nndsvdar', 'LogisticRegression__warm_start': False, 'LogisticRegression__solver': 'sag', 'LogisticRegression__max_iter': 100, 'LogisticRegression__fit_intercept': False};3_4
