tecnica;accuracy;roc_auc_score;f1_score;log_loss;precision;recall;identificador_aleatorio1;identificador_aleatorio2;tipo_split;normalizador;redutor_dimensionalidade;pipeline;parametros;random_state_split;random_state_random_search;cross_validation_random_search;best_estimator;best_params;versao_dados
RidgeClassifier;0.7860962566844921;0.7767512077294685;0.7260273972602739;7.38806335477252;0.7162162162162162;0.7361111111111112;5596623;4921672;train_test_split 30%;robust_scaler;pca;"[('robust_scaler', RobustScaler(copy=True, quantile_range=(25.0, 75.0), with_centering=True,
             with_scaling=True)), ('pca', PCA(copy=True, iterated_power='auto', n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False)), ('RidgeClassifier', RidgeClassifier(alpha=1.0, class_weight=None, copy_X=True, fit_intercept=True,
                max_iter=None, normalize=False, random_state=None,
                solver='auto', tol=0.001))]";{'robust_scaler__with_centering': [True, False], 'robust_scaler__with_scaling': [True, False], 'pca__n_components': [None, 3, 5, 7, 9, 11, 13], 'pca__whiten': [True, False], 'pca__svd_solver': ('auto', 'full', 'randomized'), 'RidgeClassifier__fit_intercept': [True, False], 'RidgeClassifier__normalize': [True, False], 'RidgeClassifier__solver': ('auto', 'svd', 'cholesky', 'lsqr', 'sparse_cg', 'sag', 'saga'), 'RidgeClassifier__tol': [0.01, 0.001, 0.0001]};20;13;8;"Pipeline(memory=None,
         steps=[('robust_scaler',
                 RobustScaler(copy=True, quantile_range=(25.0, 75.0),
                              with_centering=True, with_scaling=True)),
                ('pca',
                 PCA(copy=True, iterated_power='auto', n_components=13,
                     random_state=None, svd_solver='randomized', tol=0.0,
                     whiten=False)),
                ('RidgeClassifier',
                 RidgeClassifier(alpha=1.0, class_weight=None, copy_X=True,
                                 fit_intercept=True, max_iter=None,
                                 normalize=False, random_state=None,
                                 solver='sparse_cg', tol=0.001))],
         verbose=False)";{'robust_scaler__with_scaling': True, 'robust_scaler__with_centering': True, 'pca__whiten': False, 'pca__svd_solver': 'randomized', 'pca__n_components': 13, 'RidgeClassifier__tol': 0.001, 'RidgeClassifier__solver': 'sparse_cg', 'RidgeClassifier__normalize': False, 'RidgeClassifier__fit_intercept': True};3.3
RidgeClassifierCV;0.7914438502673797;0.7810990338164252;0.7310344827586207;7.203359739840218;0.726027397260274;0.7361111111111112;4192402;4347473;train_test_split 30%;robust_scaler;pca;"[('robust_scaler', RobustScaler(copy=True, quantile_range=(25.0, 75.0), with_centering=True,
             with_scaling=True)), ('pca', PCA(copy=True, iterated_power='auto', n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False)), ('RidgeClassifierCV', RidgeClassifierCV(alphas=array([ 0.1,  1. , 10. ]), class_weight=None, cv=None,
                  fit_intercept=True, normalize=False, scoring=None,
                  store_cv_values=False))]";{'robust_scaler__with_centering': [True, False], 'robust_scaler__with_scaling': [True, False], 'pca__n_components': [None, 3, 5, 7, 9, 11, 13], 'pca__whiten': [True, False], 'pca__svd_solver': ('auto', 'full', 'randomized'), 'RidgeClassifierCV__fit_intercept': [True, False], 'RidgeClassifierCV__normalize': [True, False], 'RidgeClassifierCV__cv': [3, 5, 7, 9]};20;11;3;"Pipeline(memory=None,
         steps=[('robust_scaler',
                 RobustScaler(copy=True, quantile_range=(25.0, 75.0),
                              with_centering=True, with_scaling=True)),
                ('pca',
                 PCA(copy=True, iterated_power='auto', n_components=13,
                     random_state=None, svd_solver='randomized', tol=0.0,
                     whiten=False)),
                ('RidgeClassifierCV',
                 RidgeClassifierCV(alphas=array([ 0.1,  1. , 10. ]),
                                   class_weight=None, cv=3, fit_intercept=True,
                                   normalize=False, scoring=None,
                                   store_cv_values=False))],
         verbose=False)";{'robust_scaler__with_scaling': True, 'robust_scaler__with_centering': True, 'pca__whiten': False, 'pca__svd_solver': 'randomized', 'pca__n_components': 13, 'RidgeClassifierCV__normalize': False, 'RidgeClassifierCV__fit_intercept': True, 'RidgeClassifierCV__cv': 3};3.3
SGDClassifier;0.7379679144385026;0.7298309178743961;0.6711409395973155;9.050383061396998;0.6493506493506493;0.6944444444444444;5393073;81622;train_test_split 30%;robust_scaler;pca;"[('robust_scaler', RobustScaler(copy=True, quantile_range=(25.0, 75.0), with_centering=True,
             with_scaling=True)), ('pca', PCA(copy=True, iterated_power='auto', n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False)), ('SGDClassifier', SGDClassifier(alpha=0.0001, average=False, class_weight=None,
              early_stopping=False, epsilon=0.1, eta0=0.0, fit_intercept=True,
              l1_ratio=0.15, learning_rate='optimal', loss='hinge',
              max_iter=1000, n_iter_no_change=5, n_jobs=None, penalty='l2',
              power_t=0.5, random_state=None, shuffle=True, tol=0.001,
              validation_fraction=0.1, verbose=0, warm_start=False))]";{'robust_scaler__with_centering': [True, False], 'robust_scaler__with_scaling': [True, False], 'pca__n_components': [None, 3, 5, 7, 9, 11, 13], 'pca__whiten': [True, False], 'pca__svd_solver': ('auto', 'full', 'randomized'), 'SGDClassifier__loss': ('hinge', 'log', 'modified_huber', 'squared_hinge', 'perceptron'), 'SGDClassifier__shuffle': [True, False], 'SGDClassifier__average': [True, False]};20;35;10;"Pipeline(memory=None,
         steps=[('robust_scaler',
                 RobustScaler(copy=True, quantile_range=(25.0, 75.0),
                              with_centering=False, with_scaling=False)),
                ('pca',
                 PCA(copy=True, iterated_power='auto', n_components=13,
                     random_state=None, svd_solver='randomized', tol=0.0,
                     whiten=True)),
                ('SGDClassifier',
                 SGDClassifier(alpha=0.0001, average=True, class_weight=None,
                               early_stopping=False, epsilon=0.1, eta0=0.0,
                               fit_intercept=True, l1_ratio=0.15,
                               learning_rate='optimal', loss='perceptron',
                               max_iter=1000, n_iter_no_change=5, n_jobs=None,
                               penalty='l2', power_t=0.5, random_state=None,
                               shuffle=False, tol=0.001,
                               validation_fraction=0.1, verbose=0,
                               warm_start=False))],
         verbose=False)";{'robust_scaler__with_scaling': False, 'robust_scaler__with_centering': False, 'pca__whiten': True, 'pca__svd_solver': 'randomized', 'pca__n_components': 13, 'SGDClassifier__shuffle': False, 'SGDClassifier__loss': 'perceptron', 'SGDClassifier__average': True};3.3
AdaBoostClassifier;0.7433155080213903;0.7253246753246754;0.6666666666666666;8.86564951501009;0.7164179104477612;0.6233766233766234;5480325;8968424;train_test_split 30%;Não utilizado;FastICA;"[('FastICA', FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.0001, w_init=None,
        whiten=True)), ('AdaBoostClassifier', AdaBoostClassifier(algorithm='SAMME.R', base_estimator=None, learning_rate=1.0,
                   n_estimators=50, random_state=None))]";{'FastICA__n_components': [None, 3, 5, 7, 9, 11, 13], 'FastICA__algorithm': ('parallel', 'deflation'), 'FastICA__whiten': [True, False], 'AdaBoostClassifier__n_estimators': [5, 25, 50, 75, 100], 'AdaBoostClassifier__learning_rate': [0.5, 1.0, 1.5], 'AdaBoostClassifier__algorithm': ('SAMME', 'SAMME.R')};7;25;5;"Pipeline(memory=None,
         steps=[('FastICA',
                 FastICA(algorithm='deflation', fun='logcosh', fun_args=None,
                         max_iter=200, n_components=5, random_state=None,
                         tol=0.0001, w_init=None, whiten=True)),
                ('AdaBoostClassifier',
                 AdaBoostClassifier(algorithm='SAMME', base_estimator=None,
                                    learning_rate=0.5, n_estimators=5,
                                    random_state=None))],
         verbose=False)";{'FastICA__whiten': True, 'FastICA__n_components': 5, 'FastICA__algorithm': 'deflation', 'AdaBoostClassifier__n_estimators': 5, 'AdaBoostClassifier__learning_rate': 0.5, 'AdaBoostClassifier__algorithm': 'SAMME'};3.3
BaggingClassifier;0.7860962566844921;0.7772727272727272;0.7368421052631579;7.388054802928347;0.7466666666666667;0.7272727272727273;6302112;9717536;train_test_split 30%;Não utilizado;FastICA;"[('FastICA', FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.0001, w_init=None,
        whiten=True)), ('BaggingClassifier', BaggingClassifier(base_estimator=None, bootstrap=True, bootstrap_features=False,
                  max_features=1.0, max_samples=1.0, n_estimators=10,
                  n_jobs=None, oob_score=False, random_state=None, verbose=0,
                  warm_start=False))]";{'FastICA__n_components': [None, 3, 5, 7, 9, 11, 13], 'FastICA__algorithm': ('parallel', 'deflation'), 'FastICA__whiten': [True, False], 'BaggingClassifier__n_estimators': [5, 10, 15], 'BaggingClassifier__bootstrap_features': [True, False], 'BaggingClassifier__oob_score': [True, False]};7;11;7;"Pipeline(memory=None,
         steps=[('FastICA',
                 FastICA(algorithm='parallel', fun='logcosh', fun_args=None,
                         max_iter=200, n_components=11, random_state=None,
                         tol=0.0001, w_init=None, whiten=True)),
                ('BaggingClassifier',
                 BaggingClassifier(base_estimator=None, bootstrap=True,
                                   bootstrap_features=True, max_features=1.0,
                                   max_samples=1.0, n_estimators=15,
                                   n_jobs=None, oob_score=False,
                                   random_state=None, verbose=0,
                                   warm_start=False))],
         verbose=False)";{'FastICA__whiten': True, 'FastICA__n_components': 11, 'FastICA__algorithm': 'parallel', 'BaggingClassifier__oob_score': False, 'BaggingClassifier__n_estimators': 15, 'BaggingClassifier__bootstrap_features': True};3.3
BernoulliNB;0.7272727272727273;0.7116883116883117;0.6530612244897959;9.419760359807;0.6857142857142857;0.6233766233766234;7972108;7663150;train_test_split 30%;Não utilizado;FastICA;"[('FastICA', FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.0001, w_init=None,
        whiten=True)), ('BernoulliNB', BernoulliNB(alpha=1.0, binarize=0.0, class_prior=None, fit_prior=True))]";{'FastICA__n_components': [None, 3, 5, 7, 9, 11, 13], 'FastICA__algorithm': ('parallel', 'deflation'), 'FastICA__whiten': [True, False], 'BernoulliNB__alpha': [0, 0.5, 1.0, 1.5, 2], 'BernoulliNB__fit_prior': [True, False]};7;19;3;"Pipeline(memory=None,
         steps=[('FastICA',
                 FastICA(algorithm='deflation', fun='logcosh', fun_args=None,
                         max_iter=200, n_components=7, random_state=None,
                         tol=0.0001, w_init=None, whiten=True)),
                ('BernoulliNB',
                 BernoulliNB(alpha=2, binarize=0.0, class_prior=None,
                             fit_prior=True))],
         verbose=False)";{'FastICA__whiten': True, 'FastICA__n_components': 7, 'FastICA__algorithm': 'deflation', 'BernoulliNB__fit_prior': True, 'BernoulliNB__alpha': 2};3.3
CalibratedClassifierCV;0.8021390374331551;0.7928571428571428;0.7549668874172186;6.833948234053523;0.7702702702702703;0.7402597402597403;7033584;4465497;train_test_split 30%;Não utilizado;FastICA;"[('FastICA', FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.0001, w_init=None,
        whiten=True)), ('CalibratedClassifierCV', CalibratedClassifierCV(base_estimator=None, cv=None, method='sigmoid'))]";{'FastICA__n_components': [None, 3, 5, 7, 9, 11, 13], 'FastICA__algorithm': ('parallel', 'deflation'), 'FastICA__whiten': [True, False], 'CalibratedClassifierCV__method': ('sigmoid', 'isotonic'), 'CalibratedClassifierCV__cv': [3, 5, 10]};7;30;8;"Pipeline(memory=None,
         steps=[('FastICA',
                 FastICA(algorithm='parallel', fun='logcosh', fun_args=None,
                         max_iter=200, n_components=13, random_state=None,
                         tol=0.0001, w_init=None, whiten=True)),
                ('CalibratedClassifierCV',
                 CalibratedClassifierCV(base_estimator=None, cv=5,
                                        method='sigmoid'))],
         verbose=False)";{'FastICA__whiten': True, 'FastICA__n_components': 13, 'FastICA__algorithm': 'parallel', 'CalibratedClassifierCV__method': 'sigmoid', 'CalibratedClassifierCV__cv': 5};3.3
DecisionTreeClassifier;0.7486631016042781;0.7454545454545455;0.7044025157232705;8.680980107454477;0.6829268292682927;0.7272727272727273;133861;5508991;train_test_split 30%;Não utilizado;FastICA;"[('FastICA', FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.0001, w_init=None,
        whiten=True)), ('DecisionTreeClassifier', DecisionTreeClassifier(ccp_alpha=0.0, class_weight=None, criterion='gini',
                       max_depth=None, max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, presort='deprecated',
                       random_state=None, splitter='best'))]";{'FastICA__n_components': [None, 3, 5, 7, 9, 11, 13], 'FastICA__algorithm': ('parallel', 'deflation'), 'FastICA__whiten': [True, False], 'DecisionTreeClassifier__criterion': ('gini', 'entropy'), 'DecisionTreeClassifier__splitter': ('best', 'random')};7;23;8;"Pipeline(memory=None,
         steps=[('FastICA',
                 FastICA(algorithm='deflation', fun='logcosh', fun_args=None,
                         max_iter=200, n_components=11, random_state=None,
                         tol=0.0001, w_init=None, whiten=True)),
                ('DecisionTreeClassifier',
                 DecisionTreeClassifier(ccp_alpha=0.0, class_weight=None,
                                        criterion='gini', max_depth=None,
                                        max_features=None, max_leaf_nodes=None,
                                        min_impurity_decrease=0.0,
                                        min_impurity_split=None,
                                        min_samples_leaf=1, min_samples_split=2,
                                        min_weight_fraction_leaf=0.0,
                                        presort='deprecated', random_state=None,
                                        splitter='random'))],
         verbose=False)";{'FastICA__whiten': True, 'FastICA__n_components': 11, 'FastICA__algorithm': 'deflation', 'DecisionTreeClassifier__splitter': 'random', 'DecisionTreeClassifier__criterion': 'gini'};3.3
ExtraTreeClassifier;0.6951871657754011;0.6844155844155844;0.6274509803921569;10.527982049400824;0.631578947368421;0.6233766233766234;7878260;8392895;train_test_split 30%;Não utilizado;FastICA;"[('FastICA', FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.0001, w_init=None,
        whiten=True)), ('ExtraTreeClassifier', ExtraTreeClassifier(ccp_alpha=0.0, class_weight=None, criterion='gini',
                    max_depth=None, max_features='auto', max_leaf_nodes=None,
                    min_impurity_decrease=0.0, min_impurity_split=None,
                    min_samples_leaf=1, min_samples_split=2,
                    min_weight_fraction_leaf=0.0, random_state=None,
                    splitter='random'))]";{'FastICA__n_components': [None, 3, 5, 7, 9, 11, 13], 'FastICA__algorithm': ('parallel', 'deflation'), 'FastICA__whiten': [True, False], 'ExtraTreeClassifier__criterion': ('gini', 'entropy'), 'ExtraTreeClassifier__max_features': ('auto', 'sqrt', 'log2')};7;42;4;"Pipeline(memory=None,
         steps=[('FastICA',
                 FastICA(algorithm='parallel', fun='logcosh', fun_args=None,
                         max_iter=200, n_components=3, random_state=None,
                         tol=0.0001, w_init=None, whiten=True)),
                ('ExtraTreeClassifier',
                 ExtraTreeClassifier(ccp_alpha=0.0, class_weight=None,
                                     criterion='entropy', max_depth=None,
                                     max_features='log2', max_leaf_nodes=None,
                                     min_impurity_decrease=0.0,
                                     min_impurity_split=None,
                                     min_samples_leaf=1, min_samples_split=2,
                                     min_weight_fraction_leaf=0.0,
                                     random_state=None, splitter='random'))],
         verbose=False)";{'FastICA__whiten': True, 'FastICA__n_components': 3, 'FastICA__algorithm': 'parallel', 'ExtraTreeClassifier__max_features': 'log2', 'ExtraTreeClassifier__criterion': 'entropy'};3.3
ExtraTreesClassifier;0.8074866310160428;0.7935064935064936;0.7534246575342466;6.649236067277045;0.7971014492753623;0.7142857142857143;6041003;6398680;train_test_split 30%;Não utilizado;FastICA;"[('FastICA', FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.0001, w_init=None,
        whiten=True)), ('ExtraTreesClassifier', ExtraTreesClassifier(bootstrap=False, ccp_alpha=0.0, class_weight=None,
                     criterion='gini', max_depth=None, max_features='auto',
                     max_leaf_nodes=None, max_samples=None,
                     min_impurity_decrease=0.0, min_impurity_split=None,
                     min_samples_leaf=1, min_samples_split=2,
                     min_weight_fraction_leaf=0.0, n_estimators=100,
                     n_jobs=None, oob_score=False, random_state=None, verbose=0,
                     warm_start=False))]";{'FastICA__n_components': [None, 3, 5, 7, 9, 11, 13], 'FastICA__algorithm': ('parallel', 'deflation'), 'FastICA__whiten': [True, False], 'ExtraTreesClassifier__criterion': ('gini', 'entropy'), 'ExtraTreesClassifier__max_features': ('auto', 'sqrt', 'log2')};7;26;4;"Pipeline(memory=None,
         steps=[('FastICA',
                 FastICA(algorithm='parallel', fun='logcosh', fun_args=None,
                         max_iter=200, n_components=5, random_state=None,
                         tol=0.0001, w_init=None, whiten=True)),
                ('ExtraTreesClassifier',
                 ExtraTreesClassifier(bootstrap=False, ccp_alpha=0.0,
                                      class_weight=None, criterion='entropy',
                                      max_depth=None, max_features='auto',
                                      max_leaf_nodes=None, max_samples=None,
                                      min_impurity_decrease=0.0,
                                      min_impurity_split=None,
                                      min_samples_leaf=1, min_samples_split=2,
                                      min_weight_fraction_leaf=0.0,
                                      n_estimators=100, n_jobs=None,
                                      oob_score=False, random_state=None,
                                      verbose=0, warm_start=False))],
         verbose=False)";{'FastICA__whiten': True, 'FastICA__n_components': 5, 'FastICA__algorithm': 'parallel', 'ExtraTreesClassifier__max_features': 'auto', 'ExtraTreesClassifier__criterion': 'entropy'};3.3
GaussianProcessClassifier;0.6417112299465241;0.5688311688311689;0.2637362637362637;12.37486426552875;0.8571428571428571;0.15584415584415584;4549808;5260282;train_test_split 30%;Não utilizado;FastICA;"[('FastICA', FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.0001, w_init=None,
        whiten=True)), ('GaussianProcessClassifier', GaussianProcessClassifier(copy_X_train=True, kernel=None, max_iter_predict=100,
                          multi_class='one_vs_rest', n_jobs=None,
                          n_restarts_optimizer=0, optimizer='fmin_l_bfgs_b',
                          random_state=None, warm_start=False))]";{'FastICA__n_components': [None, 3, 5, 7, 9, 11, 13], 'FastICA__algorithm': ('parallel', 'deflation'), 'FastICA__whiten': [True, False], 'GaussianProcessClassifier__n_restarts_optimizer': [0, 5, 10, 15], 'GaussianProcessClassifier__max_iter_predict': [10, 100, 1000]};7;31;3;"Pipeline(memory=None,
         steps=[('FastICA',
                 FastICA(algorithm='deflation', fun='logcosh', fun_args=None,
                         max_iter=200, n_components=11, random_state=None,
                         tol=0.0001, w_init=None, whiten=True)),
                ('GaussianProcessClassifier',
                 GaussianProcessClassifier(copy_X_train=True, kernel=None,
                                           max_iter_predict=1000,
                                           multi_class='one_vs_rest',
                                           n_jobs=None, n_restarts_optimizer=15,
                                           optimizer='fmin_l_bfgs_b',
                                           random_state=None,
                                           warm_start=False))],
         verbose=False)";{'GaussianProcessClassifier__n_restarts_optimizer': 15, 'GaussianProcessClassifier__max_iter_predict': 1000, 'FastICA__whiten': True, 'FastICA__n_components': 11, 'FastICA__algorithm': 'deflation'};3.3
GradientBoostingClassifier;0.7860962566844921;0.7733766233766234;0.7297297297297298;7.388046251084175;0.7605633802816901;0.7012987012987013;6681329;8418864;train_test_split 30%;Não utilizado;FastICA;"[('FastICA', FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.0001, w_init=None,
        whiten=True)), ('GradientBoostingClassifier', GradientBoostingClassifier(ccp_alpha=0.0, criterion='friedman_mse', init=None,
                           learning_rate=0.1, loss='deviance', max_depth=3,
                           max_features=None, max_leaf_nodes=None,
                           min_impurity_decrease=0.0, min_impurity_split=None,
                           min_samples_leaf=1, min_samples_split=2,
                           min_weight_fraction_leaf=0.0, n_estimators=100,
                           n_iter_no_change=None, presort='deprecated',
                           random_state=None, subsample=1.0, tol=0.0001,
                           validation_fraction=0.1, verbose=0,
                           warm_start=False))]";{'FastICA__n_components': [None, 3, 5, 7, 9, 11, 13], 'FastICA__algorithm': ('parallel', 'deflation'), 'FastICA__whiten': [True, False], 'GradientBoostingClassifier__loss': ('deviance', 'exponential'), 'GradientBoostingClassifier__learning_rate': [0.1, 0.2, 0.001], 'GradientBoostingClassifier__criterion': ('friedman_mse', 'mse', 'mae'), 'GradientBoostingClassifier__max_features': ('auto', 'sqrt', 'log2')};7;5;3;"Pipeline(memory=None,
         steps=[('FastICA',
                 FastICA(algorithm='deflation', fun='logcosh', fun_args=None,
                         max_iter=200, n_components=13, random_state=None,
                         tol=0.0001, w_init=None, whiten=True)),
                ('GradientBoostingClassifier',
                 GradientBoostingClassifier(ccp_alpha=0.0, criterion='mse',
                                            init=None, learning_rate=0.1,
                                            loss='deviance', max_depth=3,
                                            max_features='log2',
                                            max_leaf_nodes=None,
                                            min_impurity_decrease=0.0,
                                            min_impurity_split=None,
                                            min_samples_leaf=1,
                                            min_samples_split=2,
                                            min_weight_fraction_leaf=0.0,
                                            n_estimators=100,
                                            n_iter_no_change=None,
                                            presort='deprecated',
                                            random_state=None, subsample=1.0,
                                            tol=0.0001, validation_fraction=0.1,
                                            verbose=0, warm_start=False))],
         verbose=False)";{'GradientBoostingClassifier__max_features': 'log2', 'GradientBoostingClassifier__loss': 'deviance', 'GradientBoostingClassifier__learning_rate': 0.1, 'GradientBoostingClassifier__criterion': 'mse', 'FastICA__whiten': True, 'FastICA__n_components': 13, 'FastICA__algorithm': 'deflation'};3.3
KNeighborsClassifier;0.8074866310160428;0.7935064935064936;0.7534246575342466;6.649236067277046;0.7971014492753623;0.7142857142857143;9557336;8378063;train_test_split 30%;Não utilizado;FastICA;"[('FastICA', FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.0001, w_init=None,
        whiten=True)), ('KNeighborsClassifier', KNeighborsClassifier(algorithm='auto', leaf_size=30, metric='minkowski',
                     metric_params=None, n_jobs=None, n_neighbors=5, p=2,
                     weights='uniform'))]";{'FastICA__n_components': [None, 3, 5, 7, 9, 11, 13], 'FastICA__algorithm': ('parallel', 'deflation'), 'FastICA__whiten': [True, False], 'KNeighborsClassifier__n_neighbors': [3, 5, 7, 9], 'KNeighborsClassifier__weights': ('uniform', 'distance'), 'KNeighborsClassifier__algorithm': ('auto', 'ball_tree', 'kd_tree', 'brute'), 'KNeighborsClassifier__p': [1, 2]};7;25;4;"Pipeline(memory=None,
         steps=[('FastICA',
                 FastICA(algorithm='deflation', fun='logcosh', fun_args=None,
                         max_iter=200, n_components=7, random_state=None,
                         tol=0.0001, w_init=None, whiten=True)),
                ('KNeighborsClassifier',
                 KNeighborsClassifier(algorithm='brute', leaf_size=30,
                                      metric='minkowski', metric_params=None,
                                      n_jobs=None, n_neighbors=9, p=1,
                                      weights='distance'))],
         verbose=False)";{'KNeighborsClassifier__weights': 'distance', 'KNeighborsClassifier__p': 1, 'KNeighborsClassifier__n_neighbors': 9, 'KNeighborsClassifier__algorithm': 'brute', 'FastICA__whiten': True, 'FastICA__n_components': 7, 'FastICA__algorithm': 'deflation'};3.3
LinearDiscriminantAnalysis;0.8021390374331551;0.7928571428571428;0.7549668874172186;6.833948234053523;0.7702702702702703;0.7402597402597403;568562;8226661;train_test_split 30%;Não utilizado;FastICA;"[('FastICA', FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.0001, w_init=None,
        whiten=True)), ('LinearDiscriminantAnalysis', LinearDiscriminantAnalysis(n_components=None, priors=None, shrinkage=None,
                           solver='svd', store_covariance=False, tol=0.0001))]";{'FastICA__n_components': [None, 3, 5, 7, 9, 11, 13], 'FastICA__algorithm': ('parallel', 'deflation'), 'FastICA__whiten': [True, False], 'LinearDiscriminantAnalysis__solver': ('svd', 'lsqr'), 'LinearDiscriminantAnalysis__tol': [0.001, 0.0001, 1e-05]};7;22;3;"Pipeline(memory=None,
         steps=[('FastICA',
                 FastICA(algorithm='parallel', fun='logcosh', fun_args=None,
                         max_iter=200, n_components=13, random_state=None,
                         tol=0.0001, w_init=None, whiten=True)),
                ('LinearDiscriminantAnalysis',
                 LinearDiscriminantAnalysis(n_components=None, priors=None,
                                            shrinkage=None, solver='svd',
                                            store_covariance=False,
                                            tol=0.0001))],
         verbose=False)";{'LinearDiscriminantAnalysis__tol': 0.0001, 'LinearDiscriminantAnalysis__solver': 'svd', 'FastICA__whiten': True, 'FastICA__n_components': 13, 'FastICA__algorithm': 'parallel'};3.3
LinearSVC;0.7647058823529411;0.7571428571428572;0.7142857142857143;8.126864986735479;0.7142857142857143;0.7142857142857143;6861493;4057768;train_test_split 30%;Não utilizado;FastICA;"[('FastICA', FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.0001, w_init=None,
        whiten=True)), ('LinearSVC', LinearSVC(C=1.0, class_weight=None, dual=True, fit_intercept=True,
          intercept_scaling=1, loss='squared_hinge', max_iter=1000,
          multi_class='ovr', penalty='l2', random_state=None, tol=0.0001,
          verbose=0))]";{'FastICA__n_components': [None, 3, 5, 7, 9, 11, 13], 'FastICA__algorithm': ('parallel', 'deflation'), 'FastICA__whiten': [True, False], 'LinearSVC__loss': ('hinge', 'squared_hinge'), 'LinearSVC__tol': [0.001, 0.0001, 1e-05], 'LinearSVC__multi_class': ('ovr', 'crammer_singer'), 'LinearSVC__fit_intercept': [True, False], 'LinearSVC__max_iter': [100, 1000, 10000]};7;12;5;"Pipeline(memory=None,
         steps=[('FastICA',
                 FastICA(algorithm='deflation', fun='logcosh', fun_args=None,
                         max_iter=200, n_components=11, random_state=None,
                         tol=0.0001, w_init=None, whiten=False)),
                ('LinearSVC',
                 LinearSVC(C=1.0, class_weight=None, dual=True,
                           fit_intercept=False, intercept_scaling=1,
                           loss='squared_hinge', max_iter=10000,
                           multi_class='ovr', penalty='l2', random_state=None,
                           tol=0.0001, verbose=0))],
         verbose=False)";{'LinearSVC__tol': 0.0001, 'LinearSVC__multi_class': 'ovr', 'LinearSVC__max_iter': 10000, 'LinearSVC__loss': 'squared_hinge', 'LinearSVC__fit_intercept': False, 'FastICA__whiten': False, 'FastICA__n_components': 11, 'FastICA__algorithm': 'deflation'};3.3
LogisticRegression;0.6310160427807486;0.5558441558441558;0.2247191011235955;12.744262943549185;0.8333333333333334;0.12987012987012986;3235863;3085086;train_test_split 30%;Não utilizado;FastICA;"[('FastICA', FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.0001, w_init=None,
        whiten=True)), ('LogisticRegression', LogisticRegression(C=1.0, class_weight=None, dual=False, fit_intercept=True,
                   intercept_scaling=1, l1_ratio=None, max_iter=100,
                   multi_class='auto', n_jobs=None, penalty='l2',
                   random_state=None, solver='lbfgs', tol=0.0001, verbose=0,
                   warm_start=False))]";{'FastICA__n_components': [None, 3, 5, 7, 9, 11, 13], 'FastICA__algorithm': ('parallel', 'deflation'), 'FastICA__whiten': [True, False], 'LogisticRegression__fit_intercept': [True, False], 'LogisticRegression__solver': ('newton-cg', 'sag', 'lbfgs'), 'LogisticRegression__max_iter': [10, 100, 1000, 10000], 'LogisticRegression__warm_start': [True, False]};7;1;8;"Pipeline(memory=None,
         steps=[('FastICA',
                 FastICA(algorithm='deflation', fun='logcosh', fun_args=None,
                         max_iter=200, n_components=9, random_state=None,
                         tol=0.0001, w_init=None, whiten=True)),
                ('LogisticRegression',
                 LogisticRegression(C=1.0, class_weight=None, dual=False,
                                    fit_intercept=True, intercept_scaling=1,
                                    l1_ratio=None, max_iter=10,
                                    multi_class='auto', n_jobs=None,
                                    penalty='l2', random_state=None,
                                    solver='lbfgs', tol=0.0001, verbose=0,
                                    warm_start=False))],
         verbose=False)";{'LogisticRegression__warm_start': False, 'LogisticRegression__solver': 'lbfgs', 'LogisticRegression__max_iter': 10, 'LogisticRegression__fit_intercept': True, 'FastICA__whiten': True, 'FastICA__n_components': 9, 'FastICA__algorithm': 'deflation'};3.3
